latitude	sun_angle	spring_eq_DOY	start_spring_eq	end_spring_eq	eqlength_spring	aut_eq_DOY	start_aut_eq	end_aut_eq	eqlength_autumn
-80	-7	97	86	108	22	247	236	258	22
-80	-6.75	97	86	108	22	248	237	259	22
-80	-6.5	96	85	107	22	248	237	259	22
-80	-6.25	95	84	106	22	249	238	260	22
-80	-6	95	84	106	22	250	239	261	22
-80	-5.75	94	83	105	22	250	239	261	22
-80	-5.5	93	82	104	22	251	240	262	22
-80	-5.25	93	82	104	22	252	241	263	22
-80	-5	92	81	103	22	252	241	263	22
-80	-4.75	91	80	102	22	253	242	264	22
-80	-4.5	91	80	102	22	254	243	265	22
-80	-4.25	90	79	101	22	254	243	265	22
-80	-4	89	78	100	22	255	244	266	22
-80	-3.75	89	78	100	22	256	245	267	22
-80	-3.5	88	77	99	22	256	245	267	22
-80	-3.25	88	77	99	22	257	246	268	22
-80	-3	87	76	98	22	258	247	269	22
-80	-2.75	86	75	97	22	258	247	269	22
-80	-2.5	86	75	97	22	259	248	270	22
-80	-2.25	85	74	96	22	260	249	271	22
-80	-2	84	73	95	22	260	249	271	22
-80	-1.75	84	73	95	22	261	250	272	22
-80	-1.5	83	72	94	22	262	251	273	22
-80	-1.25	82	71	93	22	262	251	273	22
-80	-1	82	71	93	22	263	252	274	22
-80	-0.75	81	70	92	22	264	253	275	22
-80	-0.5	80	69	91	22	264	253	275	22
-80	-0.25	80	69	91	22	265	254	276	22
-80	0	79	68	90	22	266	255	277	22
-79	-7	97	85	108	23	247	236	259	23
-79	-6.75	97	85	108	23	248	237	260	23
-79	-6.5	96	84	107	23	248	237	260	23
-79	-6.25	95	83	106	23	249	238	261	23
-79	-6	95	83	106	23	250	239	262	23
-79	-5.75	94	82	105	23	250	239	262	23
-79	-5.5	93	81	104	23	251	240	263	23
-79	-5.25	93	81	104	23	252	241	264	23
-79	-5	92	80	103	23	252	241	264	23
-79	-4.75	91	79	102	23	253	242	265	23
-79	-4.5	91	79	102	23	254	243	266	23
-79	-4.25	90	78	101	23	254	243	266	23
-79	-4	89	77	100	23	255	244	267	23
-79	-3.75	89	77	100	23	256	245	268	23
-79	-3.5	88	76	99	23	256	245	268	23
-79	-3.25	88	76	99	23	257	246	269	23
-79	-3	87	75	98	23	258	247	269	22
-79	-2.75	86	75	97	22	258	247	269	22
-79	-2.5	86	75	97	22	259	248	270	22
-79	-2.25	85	74	96	22	260	249	271	22
-79	-2	84	73	95	22	260	249	271	22
-79	-1.75	84	73	95	22	261	250	272	22
-79	-1.5	83	72	94	22	262	251	273	22
-79	-1.25	82	71	93	22	262	251	273	22
-79	-1	82	71	93	22	263	252	274	22
-79	-0.75	81	70	92	22	264	253	275	22
-79	-0.5	80	69	91	22	264	253	275	22
-79	-0.25	80	69	91	22	265	254	276	22
-79	0	79	68	90	22	266	255	277	22
-78	-7	97	85	108	23	247	236	259	23
-78	-6.75	97	85	108	23	248	237	260	23
-78	-6.5	96	84	107	23	248	237	260	23
-78	-6.25	95	83	106	23	249	238	261	23
-78	-6	95	83	106	23	250	239	262	23
-78	-5.75	94	82	105	23	250	239	262	23
-78	-5.5	93	81	104	23	251	240	263	23
-78	-5.25	93	81	104	23	252	241	264	23
-78	-5	92	80	103	23	252	241	264	23
-78	-4.75	91	79	102	23	253	242	265	23
-78	-4.5	91	79	102	23	254	243	266	23
-78	-4.25	90	78	101	23	254	243	266	23
-78	-4	89	77	100	23	255	244	267	23
-78	-3.75	89	77	100	23	256	245	268	23
-78	-3.5	88	76	99	23	256	245	268	23
-78	-3.25	88	76	99	23	257	246	269	23
-78	-3	87	75	98	23	258	246	270	24
-78	-2.75	86	74	98	24	258	246	270	24
-78	-2.5	86	74	98	24	259	247	271	24
-78	-2.25	85	73	97	24	260	248	272	24
-78	-2	84	72	96	24	260	248	272	24
-78	-1.75	84	72	96	24	261	249	273	24
-78	-1.5	83	71	95	24	262	250	274	24
-78	-1.25	82	70	94	24	262	250	274	24
-78	-1	82	70	94	24	263	251	275	24
-78	-0.75	81	69	93	24	264	252	276	24
-78	-0.5	80	68	92	24	264	252	276	24
-78	-0.25	80	68	92	24	265	253	277	24
-78	0	79	67	91	24	266	254	278	24
-77	-7	96	84	109	25	248	235	260	25
-77	-6.75	96	84	109	25	249	236	261	25
-77	-6.5	95	83	108	25	249	236	261	25
-77	-6.25	94	82	107	25	250	237	262	25
-77	-6	94	82	107	25	251	238	263	25
-77	-5.75	93	81	106	25	251	238	263	25
-77	-5.5	92	80	105	25	252	239	264	25
-77	-5.25	92	80	105	25	253	240	265	25
-77	-5	92	79	104	25	253	240	265	25
-77	-4.75	91	78	103	25	253	241	266	25
-77	-4.5	91	78	103	25	254	242	267	25
-77	-4.25	90	77	102	25	254	242	267	25
-77	-4	89	76	101	25	255	243	268	25
-77	-3.75	89	76	101	25	256	244	269	25
-77	-3.5	88	75	100	25	256	244	269	25
-77	-3.25	88	75	100	25	257	245	270	25
-77	-3	87	74	99	25	258	246	270	24
-77	-2.75	86	74	98	24	258	246	270	24
-77	-2.5	86	74	98	24	259	247	271	24
-77	-2.25	85	73	97	24	260	248	272	24
-77	-2	84	72	96	24	260	248	272	24
-77	-1.75	84	72	96	24	261	249	273	24
-77	-1.5	83	71	95	24	262	250	274	24
-77	-1.25	82	70	94	24	262	250	274	24
-77	-1	82	70	94	24	263	251	275	24
-77	-0.75	81	69	93	24	264	252	276	24
-77	-0.5	80	68	92	24	264	252	276	24
-77	-0.25	80	68	92	24	265	253	277	24
-77	0	79	67	91	24	266	254	278	24
-76	-7	96	84	109	25	248	235	260	25
-76	-6.75	96	84	109	25	249	236	261	25
-76	-6.5	95	83	108	25	249	236	261	25
-76	-6.25	94	82	107	25	250	237	262	25
-76	-6	94	82	107	25	251	238	263	25
-76	-5.75	93	81	106	25	251	238	263	25
-76	-5.5	92	80	105	25	252	239	264	25
-76	-5.25	92	80	105	25	253	240	265	25
-76	-5	91	79	104	25	253	240	265	25
-76	-4.75	90	78	103	25	254	241	266	25
-76	-4.5	90	78	103	25	255	242	267	25
-76	-4.25	89	77	102	25	255	242	267	25
-76	-4	88	76	101	25	256	243	268	25
-76	-3.75	88	76	101	25	256	244	269	25
-76	-3.5	88	75	100	25	256	244	269	25
-76	-3.25	88	75	100	25	257	245	270	25
-76	-3	87	74	99	25	258	245	271	26
-76	-2.75	86	73	99	26	258	245	271	26
-76	-2.5	86	73	99	26	259	246	272	26
-76	-2.25	85	72	98	26	260	247	273	26
-76	-2	84	71	97	26	260	247	273	26
-76	-1.75	84	71	97	26	261	248	274	26
-76	-1.5	83	70	96	26	262	249	275	26
-76	-1.25	82	69	95	26	262	249	275	26
-76	-1	82	69	95	26	263	250	276	26
-76	-0.75	81	68	94	26	264	251	277	26
-76	-0.5	80	67	93	26	264	251	277	26
-76	-0.25	80	67	93	26	265	252	278	26
-76	0	79	66	92	26	266	253	279	26
-75	-7	96	83	109	26	248	235	261	26
-75	-6.75	96	83	109	26	249	236	262	26
-75	-6.5	95	82	108	26	249	236	262	26
-75	-6.25	94	81	107	26	250	237	263	26
-75	-6	94	81	107	26	251	238	264	26
-75	-5.75	93	80	106	26	251	238	264	26
-75	-5.5	92	79	105	26	252	239	265	26
-75	-5.25	92	79	105	26	253	240	266	26
-75	-5	91	78	104	26	253	240	266	26
-75	-4.75	90	77	103	26	254	241	267	26
-75	-4.5	90	77	103	26	255	242	268	26
-75	-4.25	89	76	102	26	255	242	268	26
-75	-4	88	75	101	26	256	243	269	26
-75	-3.75	88	75	101	26	257	244	270	26
-75	-3.5	87	74	100	26	257	244	270	26
-75	-3.25	87	74	100	26	258	245	271	26
-75	-3	86	73	99	26	258	245	271	26
-75	-2.75	86	73	99	26	258	245	271	26
-75	-2.5	86	73	99	26	259	246	272	26
-75	-2.25	85	72	98	26	260	247	273	26
-75	-2	84	71	97	26	260	247	273	26
-75	-1.75	84	71	97	26	261	248	274	26
-75	-1.5	83	70	96	26	262	249	275	26
-75	-1.25	82	69	95	26	262	249	275	26
-75	-1	82	69	95	26	263	250	276	26
-75	-0.75	81	68	94	26	264	251	277	26
-75	-0.5	80	67	93	26	264	251	277	26
-75	-0.25	80	67	93	26	265	252	278	26
-75	0	79	66	92	26	266	253	279	26
-74	-7	96	82	110	28	248	234	262	28
-74	-6.75	96	82	110	28	249	235	263	28
-74	-6.5	95	81	109	28	249	235	263	28
-74	-6.25	94	80	108	28	250	236	264	28
-74	-6	94	80	108	28	251	237	265	28
-74	-5.75	93	79	107	28	251	237	265	28
-74	-5.5	92	78	106	28	252	238	266	28
-74	-5.25	92	78	106	28	253	239	267	28
-74	-5	91	77	105	28	253	239	267	28
-74	-4.75	90	76	104	28	254	240	268	28
-74	-4.5	90	76	104	28	255	241	269	28
-74	-4.25	89	75	103	28	255	241	269	28
-74	-4	88	74	102	28	256	242	270	28
-74	-3.75	88	74	102	28	257	243	271	28
-74	-3.5	87	73	101	28	257	243	271	28
-74	-3.25	87	73	101	28	258	244	272	28
-74	-3	86	72	100	28	259	244	272	28
-74	-2.75	85	72	100	28	259	244	272	28
-74	-2.5	86	72	100	28	259	245	273	28
-74	-2.25	85	71	99	28	260	246	274	28
-74	-2	84	70	98	28	260	246	274	28
-74	-1.75	84	70	98	28	261	247	275	28
-74	-1.5	83	69	97	28	262	248	276	28
-74	-1.25	82	68	96	28	262	248	276	28
-74	-1	82	68	96	28	263	249	277	28
-74	-0.75	81	67	95	28	264	250	278	28
-74	-0.5	80	66	94	28	264	250	278	28
-74	-0.25	80	66	94	28	265	251	279	28
-74	0	79	65	93	28	266	252	280	28
-73	-7	95	81	111	30	249	233	263	30
-73	-6.75	95	81	111	30	250	234	264	30
-73	-6.5	95	80	110	30	250	234	264	30
-73	-6.25	94	79	109	30	250	235	265	30
-73	-6	94	79	109	30	251	236	266	30
-73	-5.75	93	78	108	30	251	236	266	30
-73	-5.5	92	77	107	30	252	237	267	30
-73	-5.25	92	77	107	30	253	238	268	30
-73	-5	91	76	106	30	253	238	268	30
-73	-4.75	90	75	105	30	254	239	269	30
-73	-4.5	90	75	105	30	255	240	270	30
-73	-4.25	89	74	104	30	255	240	270	30
-73	-4	88	73	103	30	256	241	271	30
-73	-3.75	88	73	103	30	257	242	272	30
-73	-3.5	87	72	102	30	257	242	272	30
-73	-3.25	87	72	102	30	258	243	273	30
-73	-3	86	71	101	30	259	243	273	30
-73	-2.75	85	71	101	30	259	243	273	30
-73	-2.5	85	71	101	30	260	244	274	30
-73	-2.25	84	70	100	30	260	245	275	30
-73	-2	84	69	99	30	260	245	275	30
-73	-1.75	84	69	99	30	261	246	276	30
-73	-1.5	83	68	98	30	262	247	277	30
-73	-1.25	82	67	97	30	262	247	277	30
-73	-1	82	67	97	30	263	248	278	30
-73	-0.75	81	66	96	30	264	249	279	30
-73	-0.5	80	65	95	30	264	249	279	30
-73	-0.25	80	65	95	30	265	250	280	30
-73	0	79	64	94	30	266	251	281	30
-72	-7	95	79	111	32	249	233	265	32
-72	-6.75	95	79	111	32	250	234	266	32
-72	-6.5	94	78	110	32	250	234	266	32
-72	-6.25	93	77	109	32	251	235	267	32
-72	-6	93	77	109	32	252	236	268	32
-72	-5.75	92	76	108	32	252	236	268	32
-72	-5.5	92	75	107	32	252	237	269	32
-72	-5.25	92	75	107	32	253	238	270	32
-72	-5	91	74	106	32	253	238	270	32
-72	-4.75	90	74	106	32	254	239	271	32
-72	-4.5	90	74	106	32	255	239	271	32
-72	-4.25	89	73	105	32	255	239	271	32
-72	-4	88	72	104	32	256	240	272	32
-72	-3.75	88	72	104	32	257	241	273	32
-72	-3.5	87	71	103	32	257	241	273	32
-72	-3.25	87	71	103	32	258	242	274	32
-72	-3	86	70	102	32	259	243	275	32
-72	-2.75	85	69	101	32	259	243	275	32
-72	-2.5	85	69	101	32	260	244	276	32
-72	-2.25	84	68	100	32	261	245	277	32
-72	-2	84	67	99	32	261	245	277	32
-72	-1.75	84	67	99	32	261	246	278	32
-72	-1.5	83	66	98	32	262	246	278	32
-72	-1.25	82	66	98	32	262	246	278	32
-72	-1	82	66	98	32	263	247	279	32
-72	-0.75	81	65	97	32	264	248	280	32
-72	-0.5	80	64	96	32	264	248	280	32
-72	-0.25	80	64	96	32	265	249	281	32
-72	0	79	63	95	32	266	250	282	32
-71	-7	95	78	112	34	249	232	266	34
-71	-6.75	95	78	112	34	250	233	267	34
-71	-6.5	94	77	111	34	250	233	267	34
-71	-6.25	93	76	110	34	251	234	268	34
-71	-6	93	76	110	34	252	235	269	34
-71	-5.75	92	75	109	34	252	235	269	34
-71	-5.5	91	74	108	34	253	236	270	34
-71	-5.25	91	74	108	34	254	237	271	34
-71	-5	91	73	107	34	254	237	271	34
-71	-4.75	90	73	107	34	254	238	272	34
-71	-4.5	90	73	107	34	255	238	272	34
-71	-4.25	89	72	106	34	255	238	272	34
-71	-4	88	71	105	34	256	239	273	34
-71	-3.75	88	71	105	34	257	240	274	34
-71	-3.5	87	70	104	34	257	240	274	34
-71	-3.25	87	70	104	34	258	241	275	34
-71	-3	86	69	103	34	259	242	276	34
-71	-2.75	85	68	102	34	259	242	276	34
-71	-2.5	85	68	102	34	260	243	277	34
-71	-2.25	84	67	101	34	261	244	278	34
-71	-2	83	66	100	34	261	244	278	34
-71	-1.75	83	66	100	34	262	245	279	34
-71	-1.5	83	65	99	34	262	245	279	34
-71	-1.25	82	65	99	34	262	245	279	34
-71	-1	82	65	99	34	263	246	280	34
-71	-0.75	81	64	98	34	264	247	281	34
-71	-0.5	80	63	97	34	264	247	281	34
-71	-0.25	80	63	97	34	265	248	282	34
-71	0	79	62	96	34	266	249	283	34
-70	-7	95	77	113	36	249	231	267	36
-70	-6.75	95	77	113	36	250	232	268	36
-70	-6.5	94	76	112	36	250	232	268	36
-70	-6.25	93	75	111	36	251	233	269	36
-70	-6	93	75	111	36	252	234	270	36
-70	-5.75	92	74	110	36	252	234	270	36
-70	-5.5	91	73	109	36	253	235	271	36
-70	-5.25	91	73	109	36	254	236	272	36
-70	-5	90	72	108	36	254	236	272	36
-70	-4.75	90	72	108	36	255	237	273	36
-70	-4.5	90	72	108	36	255	237	273	36
-70	-4.25	89	71	107	36	255	237	273	36
-70	-4	88	70	106	36	256	238	274	36
-70	-3.75	88	70	106	36	257	239	275	36
-70	-3.5	87	69	105	36	257	239	275	36
-70	-3.25	87	69	105	36	258	240	276	36
-70	-3	86	68	104	36	259	241	277	36
-70	-2.75	85	67	103	36	259	241	277	36
-70	-2.5	85	67	103	36	260	242	278	36
-70	-2.25	84	66	102	36	261	243	279	36
-70	-2	83	65	101	36	261	243	279	36
-70	-1.75	83	65	101	36	262	244	280	36
-70	-1.5	82	64	100	36	262	244	280	36
-70	-1.25	82	64	100	36	262	244	280	36
-70	-1	82	64	100	36	263	245	281	36
-70	-0.75	81	63	99	36	264	246	282	36
-70	-0.5	80	62	98	36	264	246	282	36
-70	-0.25	80	62	98	36	265	247	283	36
-70	0	79	61	97	36	266	248	284	36
-69	-7	95	76	113	37	250	231	268	37
-69	-6.75	95	76	113	37	250	232	269	37
-69	-6.5	94	75	112	37	250	232	269	37
-69	-6.25	93	74	111	37	251	233	270	37
-69	-6	93	74	111	37	252	234	271	37
-69	-5.75	92	73	110	37	252	234	271	37
-69	-5.5	91	72	109	37	253	235	272	37
-69	-5.25	91	72	109	37	254	236	273	37
-69	-5	90	71	109	38	254	236	273	37
-69	-4.75	89	71	108	37	255	236	274	38
-69	-4.5	89	71	108	37	256	237	274	37
-69	-4.25	88	70	107	37	256	237	274	37
-69	-4	88	69	106	37	256	238	275	37
-69	-3.75	88	69	106	37	257	239	276	37
-69	-3.5	87	68	105	37	257	239	276	37
-69	-3.25	87	68	105	37	258	240	277	37
-69	-3	86	67	105	38	259	240	278	38
-69	-2.75	85	66	104	38	259	240	278	38
-69	-2.5	85	66	104	38	260	241	279	38
-69	-2.25	84	65	103	38	261	242	280	38
-69	-2	83	64	102	38	261	242	280	38
-69	-1.75	83	64	102	38	262	243	281	38
-69	-1.5	82	63	101	38	262	244	281	37
-69	-1.25	82	63	100	37	262	244	281	37
-69	-1	82	63	101	38	263	244	282	38
-69	-0.75	81	62	100	38	264	245	283	38
-69	-0.5	80	61	99	38	264	245	283	38
-69	-0.25	80	61	99	38	265	246	284	38
-69	0	79	60	98	38	266	247	285	38
-68	-7	94	75	114	39	250	230	269	39
-68	-6.75	94	75	114	39	251	231	270	39
-68	-6.5	93	74	113	39	251	231	270	39
-68	-6.25	93	73	112	39	251	232	271	39
-68	-6	93	73	112	39	252	233	272	39
-68	-5.75	92	72	111	39	252	233	272	39
-68	-5.5	91	71	110	39	253	234	273	39
-68	-5.25	91	71	110	39	254	235	274	39
-68	-5	90	71	109	38	254	235	274	39
-68	-4.75	89	70	109	39	255	236	274	38
-68	-4.5	89	70	109	39	256	236	275	39
-68	-4.25	88	69	108	39	256	236	275	39
-68	-4	88	68	107	39	257	237	276	39
-68	-3.75	88	68	107	39	257	238	277	39
-68	-3.5	87	67	106	39	257	238	277	39
-68	-3.25	87	67	106	39	258	239	278	39
-68	-3	86	67	105	38	259	240	278	38
-68	-2.75	85	66	104	38	259	240	278	38
-68	-2.5	85	66	104	38	260	241	279	38
-68	-2.25	84	65	103	38	261	242	280	38
-68	-2	83	64	102	38	261	242	280	38
-68	-1.75	83	64	102	38	262	243	281	38
-68	-1.5	82	63	101	38	263	243	282	39
-68	-1.25	82	62	101	39	263	243	282	39
-68	-1	82	63	101	38	263	244	282	38
-68	-0.75	81	62	100	38	264	245	283	38
-68	-0.5	80	61	99	38	264	245	283	38
-68	-0.25	80	61	99	38	265	246	284	38
-68	0	79	60	98	38	266	247	285	38
-67	-7	94	75	114	39	250	230	269	39
-67	-6.75	94	75	114	39	251	231	270	39
-67	-6.5	93	74	113	39	251	231	270	39
-67	-6.25	92	73	112	39	252	232	271	39
-67	-6	92	73	112	39	253	233	272	39
-67	-5.75	92	72	111	39	253	233	272	39
-67	-5.5	91	71	110	39	253	234	273	39
-67	-5.25	91	71	110	39	254	235	274	39
-67	-5	90	70	110	40	254	235	274	39
-67	-4.75	89	70	109	39	255	235	275	40
-67	-4.5	89	70	109	39	256	236	275	39
-67	-4.25	88	69	108	39	256	236	275	39
-67	-4	87	68	107	39	257	237	276	39
-67	-3.75	87	68	107	39	258	238	277	39
-67	-3.5	87	67	106	39	258	238	277	39
-67	-3.25	87	67	106	39	258	239	278	39
-67	-3	86	66	106	40	259	239	279	40
-67	-2.75	85	65	105	40	259	239	279	40
-67	-2.5	85	65	105	40	260	240	280	40
-67	-2.25	84	64	104	40	261	241	281	40
-67	-2	83	63	103	40	261	241	281	40
-67	-1.75	83	63	103	40	262	242	282	40
-67	-1.5	82	62	102	40	263	243	282	39
-67	-1.25	82	62	101	39	263	243	282	39
-67	-1	82	62	102	40	263	243	283	40
-67	-0.75	81	61	101	40	264	244	284	40
-67	-0.5	80	60	100	40	264	244	284	40
-67	-0.25	80	60	100	40	265	245	285	40
-67	0	79	59	99	40	266	246	286	40
-66	-7	94	74	115	41	250	229	270	41
-66	-6.75	94	74	115	41	251	230	271	41
-66	-6.5	93	73	114	41	251	230	271	41
-66	-6.25	92	72	113	41	252	231	272	41
-66	-6	92	72	113	41	253	232	273	41
-66	-5.75	91	71	112	41	253	232	273	41
-66	-5.5	91	70	111	41	254	233	274	41
-66	-5.25	91	70	111	41	254	234	275	41
-66	-5	90	70	110	40	254	234	275	41
-66	-4.75	89	69	110	41	255	235	275	40
-66	-4.5	89	69	110	41	256	235	276	41
-66	-4.25	88	68	109	41	256	235	276	41
-66	-4	87	67	108	41	257	236	277	41
-66	-3.75	87	67	108	41	258	237	278	41
-66	-3.5	86	66	107	41	258	237	278	41
-66	-3.25	87	66	107	41	258	238	279	41
-66	-3	86	66	106	40	259	239	279	40
-66	-2.75	85	65	105	40	259	239	279	40
-66	-2.5	85	65	105	40	260	240	280	40
-66	-2.25	84	64	104	40	261	241	281	40
-66	-2	83	63	103	40	261	241	281	40
-66	-1.75	83	63	103	40	262	242	282	40
-66	-1.5	82	62	102	40	263	242	283	41
-66	-1.25	81	61	102	41	263	242	283	41
-66	-1	82	62	102	40	263	243	283	40
-66	-0.75	81	61	101	40	264	244	284	40
-66	-0.5	80	60	100	40	264	244	284	40
-66	-0.25	80	60	100	40	265	245	285	40
-66	0	79	59	99	40	266	246	286	40
-65	-7	94	73	115	42	250	229	271	42
-65	-6.75	94	73	115	42	251	230	272	42
-65	-6.5	93	72	114	42	251	230	272	42
-65	-6.25	92	71	113	42	252	231	273	42
-65	-6	92	71	113	42	253	232	274	42
-65	-5.75	91	70	112	42	253	232	274	42
-65	-5.5	90	69	111	42	254	233	275	42
-65	-5.25	90	69	111	42	255	234	276	42
-65	-5	90	69	111	42	255	234	276	42
-65	-4.75	89	68	110	42	255	234	276	42
-65	-4.5	89	68	110	42	256	235	277	42
-65	-4.25	88	67	109	42	256	235	277	42
-65	-4	87	66	108	42	257	236	278	42
-65	-3.75	87	66	108	42	258	237	279	42
-65	-3.5	86	65	107	42	258	237	279	42
-65	-3.25	86	65	107	42	259	238	280	42
-65	-3	86	65	107	42	259	238	280	42
-65	-2.75	85	64	106	42	259	238	280	42
-65	-2.5	85	64	106	42	260	239	281	42
-65	-2.25	84	63	105	42	261	240	282	42
-65	-2	83	62	104	42	261	240	282	42
-65	-1.75	83	62	104	42	262	241	283	42
-65	-1.5	82	61	103	42	263	242	284	42
-65	-1.25	81	60	102	42	263	242	284	42
-65	-1	82	61	103	42	263	242	284	42
-65	-0.75	81	60	102	42	264	243	285	42
-65	-0.5	80	59	101	42	264	243	285	42
-65	-0.25	80	59	101	42	265	244	286	42
-65	0	79	58	100	42	266	245	287	42
-64	-7	93	73	115	42	251	229	271	42
-64	-6.75	94	73	115	42	252	230	272	42
-64	-6.5	93	72	114	42	252	230	272	42
-64	-6.25	92	71	113	42	252	231	273	42
-64	-6	92	71	113	42	253	232	274	42
-64	-5.75	91	70	112	42	253	232	274	42
-64	-5.5	90	69	111	42	254	233	275	42
-64	-5.25	90	69	111	42	255	234	276	42
-64	-5	89	69	111	42	255	234	276	42
-64	-4.75	89	68	110	42	256	234	276	42
-64	-4.5	89	68	110	42	256	235	277	42
-64	-4.25	88	67	109	42	256	235	277	42
-64	-4	87	66	108	42	257	236	278	42
-64	-3.75	87	66	108	42	258	237	279	42
-64	-3.5	86	65	107	42	258	237	279	42
-64	-3.25	86	65	107	42	259	238	280	42
-64	-3	85	65	107	42	260	238	280	42
-64	-2.75	85	64	106	42	260	238	280	42
-64	-2.5	85	64	106	42	260	239	281	42
-64	-2.25	84	63	105	42	261	240	282	42
-64	-2	83	62	104	42	261	240	282	42
-64	-1.75	83	62	104	42	262	241	283	42
-64	-1.5	82	61	103	42	263	242	284	42
-64	-1.25	81	60	102	42	263	242	284	42
-64	-1	82	61	103	42	264	242	284	42
-64	-0.75	81	60	102	42	264	243	285	42
-64	-0.5	80	59	101	42	264	243	285	42
-64	-0.25	80	59	101	42	265	244	286	42
-64	0	79	58	100	42	266	245	287	42
-63	-7	93	72	114	42	251	230	272	42
-63	-6.75	93	73	115	42	252	230	272	42
-63	-6.5	92	72	114	42	252	230	272	42
-63	-6.25	92	71	113	42	253	231	273	42
-63	-6	92	71	113	42	253	232	274	42
-63	-5.75	91	70	112	42	253	232	274	42
-63	-5.5	90	69	111	42	254	233	275	42
-63	-5.25	90	69	111	42	255	234	276	42
-63	-5	89	69	111	42	255	234	276	42
-63	-4.75	88	68	110	42	256	234	276	42
-63	-4.5	89	68	110	42	256	235	277	42
-63	-4.25	88	67	109	42	256	235	277	42
-63	-4	87	66	108	42	257	236	278	42
-63	-3.75	87	66	108	42	258	237	279	42
-63	-3.5	86	65	107	42	258	237	279	42
-63	-3.25	86	65	107	42	259	238	280	42
-63	-3	85	65	107	42	260	238	280	42
-63	-2.75	85	64	106	42	260	238	280	42
-63	-2.5	85	64	106	42	260	239	281	42
-63	-2.25	84	63	105	42	261	240	282	42
-63	-2	83	62	104	42	261	240	282	42
-63	-1.75	83	62	104	42	262	241	283	42
-63	-1.5	82	61	103	42	263	242	284	42
-63	-1.25	81	60	102	42	263	242	284	42
-63	-1	81	61	103	42	264	242	284	42
-63	-0.75	81	60	102	42	264	243	285	42
-63	-0.5	80	59	101	42	264	243	285	42
-63	-0.25	80	59	101	42	265	244	286	42
-63	0	79	58	100	42	266	245	287	42
-62	-7	93	72	114	42	251	230	272	42
-62	-6.75	93	72	114	42	252	231	273	42
-62	-6.5	92	71	113	42	252	231	273	42
-62	-6.25	91	70	112	42	253	232	274	42
-62	-6	92	70	112	42	253	233	275	42
-62	-5.75	91	69	111	42	253	233	275	42
-62	-5.5	90	69	111	42	254	234	276	42
-62	-5.25	90	69	111	42	255	234	276	42
-62	-5	89	68	110	42	255	234	276	42
-62	-4.75	88	67	109	42	256	235	277	42
-62	-4.5	88	67	109	42	257	236	278	42
-62	-4.25	88	66	108	42	257	236	278	42
-62	-4	87	65	107	42	257	237	279	42
-62	-3.75	87	65	107	42	258	237	279	42
-62	-3.5	86	65	107	42	258	237	279	42
-62	-3.25	86	65	107	42	259	238	280	42
-62	-3	85	64	106	42	260	239	281	42
-62	-2.75	84	63	105	42	260	239	281	42
-62	-2.5	85	63	105	42	260	240	282	42
-62	-2.25	84	63	105	42	261	240	282	42
-62	-2	83	62	104	42	261	240	282	42
-62	-1.75	83	62	104	42	262	241	283	42
-62	-1.5	82	61	103	42	263	242	284	42
-62	-1.25	81	60	102	42	263	242	284	42
-62	-1	81	60	102	42	264	243	285	42
-62	-0.75	81	59	101	42	264	243	285	42
-62	-0.5	80	59	101	42	264	243	285	42
-62	-0.25	80	59	101	42	265	244	286	42
-62	0	79	58	100	42	266	245	287	42
-61	-7	93	71	113	42	251	231	273	42
-61	-6.75	93	72	114	42	252	231	273	42
-61	-6.5	92	71	113	42	252	231	273	42
-61	-6.25	91	70	112	42	253	232	274	42
-61	-6	91	70	112	42	254	233	275	42
-61	-5.75	90	69	111	42	254	233	275	42
-61	-5.5	90	69	111	42	254	234	276	42
-61	-5.25	90	69	111	42	255	234	276	42
-61	-5	89	68	110	42	255	234	276	42
-61	-4.75	88	67	109	42	256	235	277	42
-61	-4.5	88	67	109	42	257	236	278	42
-61	-4.25	87	66	108	42	257	236	278	42
-61	-4	87	65	107	42	257	237	279	42
-61	-3.75	87	65	107	42	258	237	279	42
-61	-3.5	86	65	107	42	258	237	279	42
-61	-3.25	86	65	107	42	259	238	280	42
-61	-3	85	64	106	42	260	239	281	42
-61	-2.75	84	63	105	42	260	239	281	42
-61	-2.5	84	63	105	42	261	240	282	42
-61	-2.25	84	63	105	42	261	240	282	42
-61	-2	83	62	104	42	261	240	282	42
-61	-1.75	83	62	104	42	262	241	283	42
-61	-1.5	82	61	103	42	263	242	284	42
-61	-1.25	81	60	102	42	263	242	284	42
-61	-1	81	60	102	42	264	243	285	42
-61	-0.75	81	59	101	42	264	243	285	42
-61	-0.5	80	59	101	42	264	243	285	42
-61	-0.25	80	59	101	42	265	244	286	42
-61	0	79	58	100	42	266	245	287	42
-60	-7	92	71	113	42	252	231	273	42
-60	-6.75	93	72	114	42	252	231	273	42
-60	-6.5	92	71	113	42	252	231	273	42
-60	-6.25	91	70	112	42	253	232	274	42
-60	-6	91	70	112	42	254	233	275	42
-60	-5.75	90	69	111	42	254	233	275	42
-60	-5.5	90	69	111	42	255	234	276	42
-60	-5.25	90	69	111	42	255	234	276	42
-60	-5	89	68	110	42	255	234	276	42
-60	-4.75	88	67	109	42	256	235	277	42
-60	-4.5	88	67	109	42	257	236	278	42
-60	-4.25	87	66	108	42	257	236	278	42
-60	-4	86	65	107	42	258	237	279	42
-60	-3.75	86	65	107	42	258	237	279	42
