latitude	sun_angle	spring_eq_DOY	start_spring_eq	end_spring_eq	eqlength_spring	aut_eq_DOY	start_aut_eq	end_aut_eq	eqlength_autumn
78	-3.5	70	59	82	23	275	263	286	23
78	-3.25	71	60	83	23	274	262	285	23
78	-3	71	60	83	23	273	261	285	24
78	-2.75	72	60	84	24	273	261	285	24
78	-2.5	73	61	85	24	272	260	284	24
78	-2.25	73	61	85	24	271	259	283	24
78	-2	74	62	86	24	271	259	283	24
78	-1.75	75	63	87	24	270	258	282	24
78	-1.5	75	63	87	24	269	257	281	24
78	-1.25	76	64	88	24	269	257	281	24
78	-1	77	65	89	24	268	256	280	24
78	-0.75	77	65	89	24	267	255	279	24
78	-0.5	78	66	90	24	267	255	279	24
78	-0.25	79	67	91	24	266	254	278	24
78	0	79	67	91	24	266	254	278	24
79	-7	61	50	73	23	284	272	295	23
79	-6.75	62	51	74	23	283	271	294	23
79	-6.5	62	51	74	23	283	271	294	23
79	-6.25	63	52	75	23	282	270	293	23
79	-6	64	53	76	23	281	269	292	23
79	-5.75	64	53	76	23	281	269	292	23
79	-5.5	65	54	77	23	280	268	291	23
79	-5.25	66	55	78	23	279	267	290	23
79	-5	66	55	78	23	279	267	290	23
79	-4.75	67	56	79	23	278	266	289	23
79	-4.5	68	57	80	23	277	265	288	23
79	-4.25	68	57	80	23	277	265	288	23
79	-4	69	58	81	23	276	264	287	23
79	-3.75	69	58	81	23	275	263	286	23
79	-3.5	70	59	82	23	275	263	286	23
79	-3.25	71	60	83	23	274	262	285	23
79	-3	71	60	83	23	273	262	284	22
79	-2.75	72	61	83	22	273	262	284	22
79	-2.5	73	62	84	22	272	261	283	22
79	-2.25	73	62	84	22	271	260	282	22
79	-2	74	63	85	22	271	260	282	22
79	-1.75	75	64	86	22	270	259	281	22
79	-1.5	75	64	86	22	269	258	280	22
79	-1.25	76	65	87	22	269	258	280	22
79	-1	77	66	88	22	268	257	279	22
79	-0.75	77	66	88	22	267	256	278	22
79	-0.5	78	67	89	22	267	256	278	22
79	-0.25	79	68	90	22	266	255	277	22
79	0	79	68	90	22	266	255	277	22
80	-7	61	50	72	22	284	273	295	22
80	-6.75	62	51	73	22	283	272	294	22
80	-6.5	62	51	73	22	283	272	294	22
80	-6.25	63	52	74	22	282	271	293	22
80	-6	64	53	75	22	281	270	292	22
80	-5.75	64	53	75	22	281	270	292	22
80	-5.5	65	54	76	22	280	269	291	22
80	-5.25	66	55	77	22	279	268	290	22
80	-5	66	55	77	22	279	268	290	22
80	-4.75	67	56	78	22	278	267	289	22
80	-4.5	68	57	79	22	277	266	288	22
80	-4.25	68	57	79	22	277	266	288	22
80	-4	69	58	80	22	276	265	287	22
80	-3.75	69	58	80	22	275	264	286	22
80	-3.5	70	59	81	22	275	264	286	22
80	-3.25	71	60	82	22	274	263	285	22
80	-3	71	60	82	22	273	262	284	22
80	-2.75	72	61	83	22	273	262	284	22
80	-2.5	73	62	84	22	272	261	283	22
80	-2.25	73	62	84	22	271	260	282	22
80	-2	74	63	85	22	271	260	282	22
80	-1.75	75	64	86	22	270	259	281	22
80	-1.5	75	64	86	22	269	258	280	22
80	-1.25	76	65	87	22	269	258	280	22
80	-1	77	66	88	22	268	257	279	22
80	-0.75	77	66	88	22	267	256	278	22
80	-0.5	78	67	89	22	267	256	278	22
80	-0.25	79	68	90	22	266	255	277	22
80	0	79	68	90	22	266	255	277	22
